"","circ_id","mpi1","mpi2","mpi3"
"2651","scaffold0007:58551835|58560093","8.000","4.000","6.000"
"2652","scaffold0007:58575570|58590278","2.000","5.000","16.000"
"2653","scaffold0007:58575570|58590320","92.000","79.000","112.000"
"2654","scaffold0007:58575570|58616714","4.000","1.000","5.000"
"2655","scaffold0007:5869261|5873685","8.000","16.000","6.000"
"2656","scaffold0007:58700644|58711903","14.000","7.000","2.000"
"2657","scaffold0007:58942222|58942446","3.000","21.000","7.000"
"2658","scaffold0007:58942222|58943983","9.000","7.000","5.000"
"2659","scaffold0007:59570544|59573597","11.000","4.000","3.000"
"2660","scaffold0007:59835938|59837886","14.000","7.000","2.000"
"2661","scaffold0007:60559861|60561977","8.000","8.000","6.000"
"2662","scaffold0007:60559861|60585684","38.000","71.000","32.000"
"2663","scaffold0007:60559861|60606509","17.000","40.000","8.000"
"2664","scaffold0007:60584505|60606509","5.000","18.000","14.000"
"2665","scaffold0007:60585608|60606509","295.000","457.000","288.000"
"2666","scaffold0007:60585608|60613461","12.000","60.000","63.000"
"2667","scaffold0007:60679830|60680964","27.000","22.000","18.000"
"2668","scaffold0007:60679830|60684916","20.000","29.000","8.000"
"2669","scaffold0007:6068392|6075585","7.000","4.000","8.000"
"2670","scaffold0007:6068392|6095846","1.000","3.000","2.000"
"2671","scaffold0007:60760663|60770246","7.000","2.000","2.000"
"2672","scaffold0007:60994938|60999978","9.000","6.000","1.000"
"2673","scaffold0007:61308876|61312883","1.000","2.000","2.000"
"2674","scaffold0007:6205197|6212294","27.000","30.000","14.000"
"2675","scaffold0007:62971128|62974607","3.000","6.000","3.000"
"2676","scaffold0007:64480394|64497994","5.000","11.000","7.000"
"2677","scaffold0007:64493509|64497994","6.000","2.000","4.000"
"2678","scaffold0007:64493509|64518634","5.000","5.000","6.000"
"2679","scaffold0007:6450539|6450968","4.000","1.000","2.000"
"2680","scaffold0007:6452216|6470094","2.000","11.000","6.000"
"2681","scaffold0007:6459731|6470094","28.000","57.000","47.000"
"2682","scaffold0007:6463284|6470094","27.000","50.000","10.000"
"2683","scaffold0007:6471961|6473033","12.000","3.000","1.000"
"2684","scaffold0007:65433861|65451437","4.000","5.000","3.000"
"2685","scaffold0007:65433861|65463920","5.000","10.000","7.000"
"2686","scaffold0007:65446339|65475203","4.000","19.000","19.000"
"2687","scaffold0007:65459450|65475203","38.000","37.000","39.000"
"2688","scaffold0007:6590353|6590809","19.000","7.000","9.000"
"2689","scaffold0007:65923924|65937233","12.000","13.000","14.000"
"2690","scaffold0007:66349292|66352392","9.000","8.000","2.000"
"2691","scaffold0007:67059462|67066539","1.000","7.000","2.000"
"2692","scaffold0007:67077453|67094561","9.000","11.000","8.000"
"2693","scaffold0007:67085373|67094561","47.000","40.000","39.000"
"2694","scaffold0007:67160605|67172637","7.000","11.000","5.000"
"2695","scaffold0007:67243759|67243949","4.000","5.000","6.000"
"2696","scaffold0007:67339128|67342195","1.000","10.000","2.000"
"2697","scaffold0007:67368959|67370733","2.000","24.000","8.000"
"2698","scaffold0007:6742874|6743830","4.000","17.000","29.000"
"2699","scaffold0007:67469151|67474670","11.000","10.000","8.000"
"2700","scaffold0007:6785116|6785965","83.000","95.000","76.000"
"2701","scaffold0007:67859084|67874898","4.000","5.000","3.000"
"2702","scaffold0007:68463483|68463635","6.000","12.000","7.000"
"2703","scaffold0007:68463483|68464398","93.000","117.000","212.000"
"2704","scaffold0007:68463483|68475648","19.000","17.000","16.000"
"2705","scaffold0007:68463483|68532527","35.000","61.000","65.000"
"2706","scaffold0007:68463483|68537953","9.000","13.000","8.000"
"2707","scaffold0007:68532416|68537953","92.000","82.000","66.000"
"2708","scaffold0007:70956414|70959498","4.000","27.000","3.000"
"2709","scaffold0007:70956414|70966516","14.000","13.000","11.000"
"2710","scaffold0007:71123832|71131674","65.000","99.000","91.000"
"2711","scaffold0007:71147600|71158601","2.000","5.000","1.000"
"2712","scaffold0007:71455449|71473612","5.000","1.000","8.000"
"2713","scaffold0007:7213323|7213761","19.000","20.000","13.000"
"2714","scaffold0007:72319461|72324163","105.000","199.000","109.000"
"2715","scaffold0007:72321210|72324163","26.000","29.000","12.000"
"2716","scaffold0007:7243579|7244225","1.000","1.000","2.000"
"2717","scaffold0007:7243617|7244225","10.000","53.000","44.000"
"2718","scaffold0007:7243617|7247520","1.000","4.000","6.000"
"2719","scaffold0007:72526165|72526720","4.000","7.000","19.000"
"2720","scaffold0007:72710393|72721461","4.000","8.000","1.000"
"2721","scaffold0007:72973368|72974771","12.000","8.000","5.000"
"2722","scaffold0007:72980507|72980951","5.000","15.000","3.000"
"2723","scaffold0007:73037666|73045871","1.000","2.000","3.000"
"2724","scaffold0007:7394882|7395154","18.000","37.000","29.000"
"2725","scaffold0007:7401237|7402558","28.000","26.000","6.000"
"2726","scaffold0007:75689425|75693570","1.000","6.000","4.000"
"2727","scaffold0007:76313342|76320333","6.000","7.000","16.000"
"2728","scaffold0007:76317750|76320333","4.000","10.000","10.000"
"2729","scaffold0007:76540135|76559904","5.000","10.000","2.000"
"2730","scaffold0007:76735234|76736664","15.000","48.000","10.000"
"2731","scaffold0007:76809896|76818371","41.000","64.000","42.000"
"2732","scaffold0007:77284740|77328741","2.000","3.000","1.000"
"2733","scaffold0007:793680|794140","1.000","1.000","2.000"
"2734","scaffold0007:79517477|79524278","2.000","3.000","1.000"
"2735","scaffold0007:7993584|8026650","6.000","15.000","5.000"
"2736","scaffold0007:80305376|80315163","1.000","1.000","5.000"
"2737","scaffold0007:80322379|80325779","89.000","173.000","66.000"
"2738","scaffold0007:80413120|80457433","7.000","2.000","3.000"
"2739","scaffold0007:80932810|80937022","3.000","7.000","2.000"
"2740","scaffold0007:80932810|80948637","36.000","49.000","18.000"
"2741","scaffold0007:80947180|80948637","8.000","10.000","12.000"
"2742","scaffold0007:812144|817760","1.000","2.000","3.000"
"2743","scaffold0007:82626651|82640806","5.000","10.000","6.000"
"2744","scaffold0007:8452146|8465775","19.000","2.000","18.000"
"2745","scaffold0007:85511131|85518736","4.000","4.000","2.000"
"2746","scaffold0007:86240298|86240767","79.000","111.000","137.000"
"2747","scaffold0007:86240302|86240767","25.000","49.000","30.000"
"2748","scaffold0007:86698338|86707670","4.000","1.000","3.000"
"2749","scaffold0007:87004209|87016669","4.000","19.000","18.000"
"2750","scaffold0007:87071740|87071975","1.000","3.000","1.000"
"2751","scaffold0007:87076083|87085002","2.000","4.000","3.000"
"2752","scaffold0007:87154084|87155708","3.000","5.000","5.000"
"2753","scaffold0007:87185463|87185923","30.000","83.000","55.000"
"2754","scaffold0007:87203010|87203496","103.000","13.000","54.000"
"2755","scaffold0007:87806937|87807443","25.000","39.000","16.000"
"2756","scaffold0007:87806937|87830256","15.000","21.000","19.000"
"2757","scaffold0007:87866839|87870060","13.000","7.000","23.000"
"2758","scaffold0007:87892842|87900376","15.000","11.000","19.000"
"2759","scaffold0007:87898133|87900376","5.000","27.000","4.000"
"2760","scaffold0007:87920852|87934318","3.000","3.000","2.000"
"2761","scaffold0007:87948123|87952505","13.000","1.000","7.000"
"2762","scaffold0007:87981610|87988596","5.000","3.000","6.000"
"2763","scaffold0007:88246354|88248835","8.000","12.000","15.000"
"2764","scaffold0007:88546430|88546621","6.000","6.000","6.000"
"2765","scaffold0007:88603123|88603459","12.000","16.000","15.000"
"2766","scaffold0007:88813953|88815046","29.000","19.000","28.000"
"2767","scaffold0007:88817667|88819956","7.000","3.000","6.000"
"2768","scaffold0007:88846523|88847333","9.000","10.000","18.000"
"2769","scaffold0007:89960444|89972083","13.000","29.000","28.000"
"2770","scaffold0007:89970407|89980697","3.000","4.000","9.000"
"2771","scaffold0007:90321767|90330459","3.000","14.000","6.000"
"2772","scaffold0007:90340007|90343305","72.000","58.000","48.000"
"2773","scaffold0007:9037146|9037789","2.000","1.000","1.000"
"2774","scaffold0007:91656590|91656785","106.000","1056.000","855.000"
"2775","scaffold0007:91656590|91726421","100.000","109.000","92.000"
"2776","scaffold0007:91656590|91742312","187.000","212.000","157.000"
"2777","scaffold0007:91726271|91742312","38.000","87.000","52.000"
"2778","scaffold0007:91865746|91865990","2.000","2.000","4.000"
"2779","scaffold0007:91865746|91888462","10.000","4.000","15.000"
"2780","scaffold0007:91865746|91902099","15.000","8.000","14.000"
"2781","scaffold0007:91888372|91902099","18.000","24.000","16.000"
"2782","scaffold0007:92174759|92204084","6.000","8.000","3.000"
"2783","scaffold0007:92319106|92324139","23.000","24.000","14.000"
"2784","scaffold0007:92559814|92562011","2.000","3.000","4.000"
"2785","scaffold0007:92620272|92621231","24.000","27.000","28.000"
"2786","scaffold0007:92634005|92641398","11.000","14.000","15.000"
"2787","scaffold0007:92787515|92790642","2.000","2.000","1.000"
"2788","scaffold0007:92881866|92882674","10.000","12.000","12.000"
"2789","scaffold0007:92910045|92912287","4.000","1.000","6.000"
"2790","scaffold0007:93293124|93297552","12.000","4.000","9.000"
"2791","scaffold0007:93319633|93321632","1.000","4.000","5.000"
"2792","scaffold0007:93322900|93324465","6.000","1.000","5.000"
"2793","scaffold0007:93328201|93329338","70.000","88.000","60.000"
"2794","scaffold0007:93332633|93333210","3.000","6.000","4.000"
"2795","scaffold0007:93621027|93625933","10.000","14.000","4.000"
"2796","scaffold0007:93763507|93766779","18.000","26.000","18.000"
"2797","scaffold0007:93962223|93965241","7.000","23.000","6.000"
"2798","scaffold0007:939938|940335","27.000","41.000","5.000"
"2799","scaffold0007:947422|949272","163.000","164.000","142.000"
"2800","scaffold0007:948154|949272","1.000","1.000","8.000"
"2801","scaffold0007:94828509|94843654","587.000","649.000","44.000"
"2802","scaffold0007:94828509|94846910","6.000","6.000","4.000"
"2803","scaffold0007:94828509|94885462","9.000","18.000","4.000"
"2804","scaffold0007:94843537|94846910","7.000","6.000","4.000"
"2805","scaffold0007:94843537|94885462","13.000","27.000","12.000"
"2806","scaffold0007:95626791|95633873","25.000","4.000","13.000"
"2807","scaffold0007:95627735|95633873","13.000","8.000","8.000"
"2808","scaffold0007:96018221|96019300","7.000","5.000","8.000"
"2809","scaffold0007:96018221|96023490","18.000","34.000","27.000"
"2810","scaffold0007:96023033|96026664","20.000","23.000","48.000"
"2811","scaffold0007:96047198|96051244","24.000","23.000","22.000"
"2812","scaffold0007:96266423|96270243","34.000","9.000","12.000"
"2813","scaffold0007:96346407|96349902","10.000","4.000","2.000"
"2814","scaffold0007:96380103|96380824","1.000","4.000","2.000"
"2815","scaffold0007:96475280|96478196","5.000","8.000","2.000"
"2816","scaffold0007:96742641|96746210","4.000","8.000","23.000"
"2817","scaffold0007:96742641|96748297","14.000","9.000","10.000"
"2818","scaffold0007:96742641|96748303","40.000","31.000","42.000"
"2819","scaffold0007:96742641|96749050","10.000","5.000","6.000"
"2820","scaffold0007:96744293|96748303","1.000","1.000","1.000"
"2821","scaffold0008:10518347|10522208","19.000","144.000","141.000"
"2822","scaffold0008:10567563|10568627","7.000","1.000","2.000"
"2823","scaffold0008:10571410|10574281","10.000","17.000","16.000"
"2824","scaffold0008:10581014|10587460","16.000","22.000","9.000"
"2825","scaffold0008:11025790|11026471","1.000","1.000","21.000"
"2826","scaffold0008:11040254|11040657","9.000","62.000","11.000"
"2827","scaffold0008:11040254|11042228","134.000","198.000","71.000"
"2828","scaffold0008:11079255|11096177","1.000","4.000","2.000"
"2829","scaffold0008:11079255|11106128","18.000","21.000","3.000"
"2830","scaffold0008:11088003|11106128","1.000","3.000","4.000"
"2831","scaffold0008:11094875|11106128","28.000","38.000","9.000"
"2832","scaffold0008:11094937|11106128","22.000","34.000","18.000"
"2833","scaffold0008:1120667|1121332","1.000","4.000","17.000"
"2834","scaffold0008:11279839|11284180","22.000","14.000","3.000"
"2835","scaffold0008:11307132|11309182","2.000","1.000","3.000"
"2836","scaffold0008:11363086|11364085","7.000","10.000","12.000"
"2837","scaffold0008:11363086|11367697","38.000","71.000","80.000"
"2838","scaffold0008:1160771|1163512","6.000","7.000","3.000"
"2839","scaffold0008:11620200|11620960","67.000","9.000","38.000"
"2840","scaffold0008:1204755|1210839","4.000","6.000","2.000"
"2841","scaffold0008:1205495|1210839","5.000","4.000","3.000"
"2842","scaffold0008:13824613|13827298","13.000","8.000","17.000"
"2843","scaffold0008:13853589|13860108","2.000","4.000","3.000"
"2844","scaffold0008:13958832|13959965","9.000","14.000","9.000"
"2845","scaffold0008:14399355|14403107","4.000","12.000","2.000"
"2846","scaffold0008:14456160|14471315","4.000","17.000","1.000"
"2847","scaffold0008:14493459|14504149","8.000","11.000","5.000"
"2848","scaffold0008:15634650|15643632","7.000","2.000","2.000"
"2849","scaffold0008:1591353|1597763","17.000","5.000","15.000"
"2850","scaffold0008:1594263|1597763","62.000","16.000","46.000"
"2851","scaffold0008:16088381|16167776","2.000","1.000","3.000"
"2852","scaffold0008:16144466|16167776","13.000","6.000","11.000"
"2853","scaffold0008:16207245|16216082","3.000","7.000","14.000"
"2854","scaffold0008:16218323|16232756","2.000","4.000","2.000"
"2855","scaffold0008:16230363|16231090","40.000","49.000","43.000"
"2856","scaffold0008:16533792|16536857","46.000","19.000","60.000"
"2857","scaffold0008:16533792|16539592","13.000","3.000","6.000"
"2858","scaffold0008:1666079|1667452","1.000","3.000","1.000"
"2859","scaffold0008:16856813|16857121","229.000","82.000","285.000"
"2860","scaffold0008:1769522|1770997","21.000","32.000","16.000"
"2861","scaffold0008:20143136|20147816","1.000","9.000","7.000"
"2862","scaffold0008:20313837|20348840","1.000","2.000","2.000"
"2863","scaffold0008:20320718|20348840","162.000","268.000","157.000"
"2864","scaffold0008:20320718|20348848","4.000","4.000","5.000"
"2865","scaffold0008:20320718|20383304","1.000","3.000","3.000"
"2866","scaffold0008:20336020|20348840","51.000","81.000","88.000"
"2867","scaffold0008:20336020|20383304","14.000","6.000","4.000"
"2868","scaffold0008:20336020|20388482","8.000","3.000","3.000"
"2869","scaffold0008:20336020|20388495","4.000","3.000","6.000"
"2870","scaffold0008:20348733|20388495","1.000","1.000","5.000"
"2871","scaffold0008:20383184|20388482","1.000","4.000","1.000"
"2872","scaffold0008:20383184|20388495","3.000","7.000","10.000"
"2873","scaffold0008:20383184|20397643","1.000","6.000","2.000"
"2874","scaffold0008:20584334|20593653","3.000","4.000","1.000"
"2875","scaffold0008:23835184|23951656","1.000","1.000","1.000"
"2876","scaffold0008:23951596|24078475","25.000","5.000","2.000"
"2877","scaffold0008:24077089|24078475","36.000","6.000","10.000"
"2878","scaffold0008:25002428|25004144","10.000","5.000","1.000"
"2879","scaffold0008:25002428|25007137","7.000","15.000","13.000"
"2880","scaffold0008:260722|268452","14.000","6.000","6.000"
"2881","scaffold0008:26639842|26641929","6.000","2.000","9.000"
"2882","scaffold0008:266569|268452","8.000","36.000","27.000"
"2883","scaffold0008:26657098|26657606","2.000","9.000","9.000"
"2884","scaffold0008:26657098|26657609","173.000","303.000","166.000"
"2885","scaffold0008:27078865|27095331","3.000","2.000","1.000"
"2886","scaffold0008:27140702|27143792","7.000","6.000","1.000"
"2887","scaffold0008:27149701|27151569","15.000","44.000","29.000"
"2888","scaffold0008:27238953|27239410","10.000","5.000","15.000"
"2889","scaffold0008:27317249|27318381","2.000","1.000","3.000"
"2890","scaffold0008:27398473|27399703","1.000","15.000","13.000"
"2891","scaffold0008:27789723|27792467","1.000","2.000","1.000"
"2892","scaffold0008:27937927|27953670","142.000","265.000","112.000"
"2893","scaffold0008:27976695|27983369","3.000","4.000","7.000"
"2894","scaffold0008:27981882|27983369","11.000","15.000","14.000"
"2895","scaffold0008:27981882|27990343","14.000","16.000","12.000"
"2896","scaffold0008:28069703|28070241","6.000","4.000","3.000"
"2897","scaffold0008:28455169|28460961","2.000","17.000","2.000"
"2898","scaffold0008:28476426|28477722","11.000","22.000","30.000"
"2899","scaffold0008:28597587|28608845","3.000","29.000","7.000"
"2900","scaffold0008:28605616|28608845","32.000","40.000","6.000"
"2901","scaffold0008:28608719|28625443","9.000","11.000","5.000"
"2902","scaffold0008:28726254|28728207","9.000","15.000","3.000"
"2903","scaffold0008:29060493|29065217","4.000","9.000","4.000"
"2904","scaffold0008:29086927|29088334","2.000","8.000","26.000"
